age_group,gender,height,weight,bmi,exercise_days,exercise_time,days_per_week,minutes_per_day,total_minutes_per_week,target_weight,weight_loss
50-59,female,165.1,46.7,17.1,1日/週,30〜60分,1,45,45,45.7,1.0
70,male,172.0,92.0,31.1,5日/週,120〜180分,5,150,750,78.2,13.7
50-59,female,160.4,47.5,18.5,2日/週,30分未満,2,15,30,47.7,-0.2
60-69,male,179.3,55.2,17.2,4日/週,60〜120分,4,90,360,47.8,7.4
60-69,female,162.6,41.0,15.5,4日/週,120〜180分,4,150,600,45.0,-4.0
20-29,female,163.2,55.7,20.9,2日/週,30分未満,2,15,30,55.3,0.4
70,male,182.3,66.5,20.0,6日/週,60〜120分,6,90,540,57.1,9.4
40-49,male,177.1,66.8,21.3,4日/週,30〜60分,4,45,180,63.7,3.1
70,female,167.7,67.9,24.2,5日/週,30〜60分,5,45,225,63.9,4.0
70,female,166.0,74.7,27.1,4日/週,30分未満,4,15,60,73.8,0.9
60-69,female,160.4,46.6,18.1,7日/週,180分以上,7,210,1470,45.0,1.6
50-59,male,177.0,65.5,20.9,運動なし,0分,0,0,0,65.4,0.2
50-59,female,165.0,80.2,29.5,1日/週,30〜60分,1,45,45,79.5,0.7
60-69,male,164.1,52.8,19.6,3日/週,120〜180分,3,150,450,45.0,7.8
70,male,172.1,67.0,22.6,2日/週,120〜180分,2,150,300,61.3,5.7
60-69,female,165.0,54.8,20.1,2日/週,60〜120分,2,90,180,51.4,3.3
60-69,male,177.3,89.8,28.6,3日/週,120〜180分,3,150,450,80.9,9.0
50-59,male,173.2,58.2,19.4,6日/週,30分未満,6,15,90,57.0,1.3
50-59,female,170.8,49.4,16.9,1日/週,30〜60分,1,45,45,48.4,1.1
40-49,female,172.0,60.6,20.5,7日/週,60〜120分,7,90,630,48.0,12.6
20-29,female,171.0,58.8,20.1,4日/週,60〜120分,4,90,360,51.7,7.0
70,male,169.5,68.6,23.9,7日/週,180分以上,7,210,1470,45.0,23.6
30-39,female,168.3,46.2,16.3,6日/週,30分未満,6,15,90,45.0,1.2
40-49,male,171.9,64.0,21.7,1日/週,30〜60分,1,45,45,62.8,1.2
20-29,female,167.4,59.7,21.3,1日/週,60〜120分,1,90,90,57.4,2.4
50-59,female,168.0,61.9,21.9,2日/週,30分未満,2,15,30,61.3,0.6
60-69,female,166.6,75.9,27.3,運動なし,0分,0,0,0,76.2,-0.3
20-29,female,170.0,41.8,14.5,2日/週,60〜120分,2,90,180,45.0,-3.2
50-59,female,166.6,58.6,21.1,1日/週,30〜60分,1,45,45,57.0,1.6
20-29,female,162.7,54.8,20.7,3日/週,30分未満,3,15,45,53.7,1.2
20-29,female,166.1,67.4,24.4,5日/週,60〜120分,5,90,450,58.6,8.8
60-69,male,176.7,81.1,26.0,7日/週,60〜120分,7,90,630,68.4,12.7
60-69,female,172.0,43.5,14.7,3日/週,180分以上,3,210,630,45.0,-1.5
50-59,female,160.8,46.2,17.9,5日/週,120〜180分,5,150,750,45.0,1.2
40-49,male,162.5,72.8,27.6,5日/週,180分以上,5,210,1050,52.4,20.4
40-49,male,177.1,73.5,23.4,5日/週,30〜60分,5,45,225,69.3,4.2
30-39,male,168.3,55.1,19.4,6日/週,180分以上,6,210,1260,45.0,10.1
20-29,male,166.4,68.8,24.9,3日/週,180分以上,3,210,630,56.2,12.7
50-59,female,172.7,57.4,19.3,3日/週,30分未満,3,15,45,56.7,0.7
50-59,female,163.3,68.7,25.8,5日/週,60〜120分,5,90,450,59.4,9.3
60-69,female,167.5,45.2,16.1,5日/週,30〜60分,5,45,225,45.0,0.2
30-39,male,174.9,65.5,21.4,3日/週,30分未満,3,15,45,64.9,0.6
60-69,female,166.4,62.7,22.6,4日/週,180分以上,4,210,840,47.0,15.7
70,male,177.8,74.2,23.5,運動なし,0分,0,0,0,74.5,-0.3
30-39,male,174.1,79.3,26.1,3日/週,120〜180分,3,150,450,69.6,9.7
50-59,male,172.5,62.5,21.0,7日/週,30分未満,7,15,105,60.9,1.6
50-59,male,172.7,95.4,32.0,4日/週,180分以上,4,210,840,79.8,15.6
60-69,male,176.4,54.6,17.5,6日/週,180分以上,6,210,1260,45.0,9.6
60-69,female,156.4,49.2,20.1,1日/週,30分未満,1,15,15,48.2,1.0
60-69,female,167.8,57.5,20.4,4日/週,30分未満,4,15,60,56.4,1.1
60-69,female,162.7,66.1,25.0,3日/週,60〜120分,3,90,270,60.7,5.3
30-39,female,168.9,58.0,20.3,4日/週,120〜180分,4,150,600,46.4,11.7
20-29,female,159.9,50.8,19.9,運動なし,0分,0,0,0,50.0,0.8
70,male,170.1,58.1,20.1,6日/週,30〜60分,6,45,270,53.9,4.3
40-49,female,162.6,65.7,24.9,運動なし,0分,0,0,0,65.6,0.2
20-29,female,167.9,68.6,24.3,1日/週,30分未満,1,15,15,67.9,0.7
70,male,176.0,63.5,20.5,運動なし,0分,0,0,0,63.6,-0.1
60-69,male,166.1,66.5,24.1,1日/週,120〜180分,1,150,150,63.6,2.8
20-29,female,167.2,66.5,23.8,4日/週,120〜180分,4,150,600,53.8,12.7
40-49,male,173.9,58.5,19.3,1日/週,60〜120分,1,90,90,55.8,2.7
30-39,female,177.8,64.3,20.3,2日/週,60〜120分,2,90,180,59.5,4.8
60-69,female,159.6,52.6,20.7,7日/週,30分未満,7,15,105,50.5,2.2
40-49,female,177.9,34.5,10.9,2日/週,30〜60分,2,45,90,45.0,-10.5
40-49,female,166.1,54.8,19.9,3日/週,30〜60分,3,45,135,51.2,3.6
60-69,male,168.1,68.8,24.3,7日/週,30〜60分,7,45,315,63.6,5.2
30-39,male,164.7,52.1,19.2,5日/週,180分以上,5,210,1050,45.0,7.1
50-59,female,163.8,86.7,32.3,4日/週,30分未満,4,15,60,84.9,1.8
60-69,female,168.0,68.9,24.4,1日/週,60〜120分,1,90,90,67.7,1.2
50-59,female,162.6,45.8,17.3,6日/週,30〜60分,6,45,270,45.0,0.8
30-39,female,160.7,53.5,20.7,6日/週,180分以上,6,210,1260,45.0,8.5
20-29,male,170.3,73.2,25.2,6日/週,30分未満,6,15,90,71.3,1.9
70,female,161.1,75.8,29.2,2日/週,30〜60分,2,45,90,74.2,1.6
40-49,female,169.4,43.6,15.2,運動なし,0分,0,0,0,45.0,-1.4
30-39,male,174.0,49.9,16.5,4日/週,60〜120分,4,90,360,45.0,4.9
50-59,male,173.1,54.2,18.1,3日/週,120〜180分,3,150,450,46.2,8.0
30-39,male,174.0,82.7,27.3,5日/週,30分未満,5,15,75,80.9,1.8
70,female,165.5,65.4,23.9,2日/週,60〜120分,2,90,180,61.1,4.2
60-69,female,163.9,45.4,16.9,4日/週,60〜120分,4,90,360,45.0,0.4
50-59,male,175.5,73.9,24.0,6日/週,60〜120分,6,90,540,64.0,9.9
60-69,male,167.0,94.1,33.7,5日/週,30〜60分,5,45,225,89.9,4.2
40-49,male,165.2,68.4,25.1,3日/週,30分未満,3,15,45,67.9,0.5
60-69,female,166.8,48.5,17.4,4日/週,120〜180分,4,150,600,45.0,3.5
30-39,male,164.0,62.1,23.1,3日/週,30分未満,3,15,45,60.5,1.6
30-39,male,166.3,60.4,21.9,1日/週,30〜60分,1,45,45,59.6,0.8
60-69,male,174.4,63.1,20.8,7日/週,120〜180分,7,150,1050,45.0,18.1
40-49,female,166.8,67.0,24.1,6日/週,30〜60分,6,45,270,62.2,4.9
70,female,165.6,53.9,19.6,4日/週,30分未満,4,15,60,53.0,0.9
30-39,female,172.2,63.3,21.4,3日/週,30分未満,3,15,45,62.1,1.2
40-49,male,175.1,60.1,19.6,運動なし,0分,0,0,0,60.7,-0.6
60-69,female,162.2,63.7,24.2,6日/週,120〜180分,6,150,900,46.6,17.1
70,male,167.7,83.4,29.6,7日/週,30〜60分,7,45,315,77.6,5.7
20-29,female,161.7,72.4,27.7,1日/週,60〜120分,1,90,90,69.1,3.3
50-59,female,169.7,75.3,26.2,3日/週,120〜180分,3,150,450,66.2,9.1
60-69,female,167.1,60.4,21.6,6日/週,30分未満,6,15,90,58.0,2.4
50-59,male,169.5,89.2,31.0,2日/週,30〜60分,2,45,90,87.3,1.9
50-59,female,162.8,49.5,18.7,7日/週,180分以上,7,210,1470,45.0,4.5
40-49,male,166.5,76.6,27.6,3日/週,30〜60分,3,45,135,74.6,2.0
60-69,female,163.8,59.1,22.0,1日/週,180分以上,1,210,210,54.6,4.6
50-59,female,170.5,52.9,18.2,5日/週,30分未満,5,15,75,52.0,0.9
70,female,169.8,65.6,22.8,7日/週,30分未満,7,15,105,64.4,1.2
40-49,female,160.0,54.2,21.2,1日/週,120〜180分,1,150,150,51.0,3.2
20-29,female,163.3,63.3,23.7,7日/週,180分以上,7,210,1470,45.0,18.3
70,female,164.3,52.9,19.6,4日/週,60〜120分,4,90,360,45.7,7.2
20-29,female,174.5,63.7,20.9,運動なし,0分,0,0,0,63.5,0.2
60-69,male,178.9,62.2,19.4,3日/週,60〜120分,3,90,270,57.0,5.2
50-59,male,179.3,63.5,19.8,4日/週,60〜120分,4,90,360,56.6,6.9
50-59,male,161.3,36.7,14.1,5日/週,30〜60分,5,45,225,45.0,-8.3
60-69,male,175.3,66.5,21.6,5日/週,60〜120分,5,90,450,57.8,8.6
20-29,female,171.5,60.2,20.5,運動なし,0分,0,0,0,58.6,1.6
50-59,female,164.2,46.7,17.3,3日/週,30〜60分,3,45,135,45.0,1.7
70,male,170.7,75.1,25.8,2日/週,30〜60分,2,45,90,73.0,2.1
60-69,male,169.1,60.4,21.1,運動なし,0分,0,0,0,60.9,-0.6
60-69,male,170.8,73.9,25.4,3日/週,30分未満,3,15,45,72.9,1.1
30-39,female,171.7,63.2,21.4,運動なし,0分,0,0,0,62.5,0.7
60-69,female,169.8,66.4,23.1,5日/週,180分以上,5,210,1050,46.2,20.2
50-59,male,168.0,73.3,26.0,2日/週,30分未満,2,15,30,73.6,-0.3
70,female,165.6,58.9,21.5,7日/週,30分未満,7,15,105,57.0,1.9
20-29,female,164.3,63.0,23.3,2日/週,180分以上,2,210,420,53.6,9.4
20-29,male,180.1,87.2,26.9,3日/週,180分以上,3,210,630,74.4,12.8
70,female,163.9,51.0,19.0,2日/週,120〜180分,2,150,300,45.0,6.0
40-49,female,165.4,59.4,21.7,2日/週,120〜180分,2,150,300,53.4,6.0
70,female,160.2,47.1,18.3,1日/週,30分未満,1,15,15,46.8,0.3
70,male,176.8,78.2,25.0,1日/週,30分未満,1,15,15,78.1,0.1
40-49,male,171.6,56.5,19.2,4日/週,60〜120分,4,90,360,49.2,7.3
70,male,177.5,68.0,21.6,5日/週,180分以上,5,210,1050,47.3,20.7
60-69,female,165.9,54.6,19.9,1日/週,60〜120分,1,90,90,52.4,2.3
40-49,male,175.8,73.9,23.9,3日/週,180分以上,3,210,630,61.5,12.4
60-69,female,171.4,59.6,20.3,2日/週,30分未満,2,15,30,59.2,0.5
30-39,male,176.2,62.0,20.0,6日/週,180分以上,6,210,1260,45.0,17.0
20-29,female,162.0,72.2,27.5,6日/週,180分以上,6,210,1260,47.6,24.6
70,male,167.6,63.6,22.6,2日/週,30分未満,2,15,30,64.3,-0.7
40-49,female,164.3,67.4,25.0,運動なし,0分,0,0,0,67.2,0.2
50-59,male,180.5,82.2,25.2,6日/週,180分以上,6,210,1260,57.3,24.9
30-39,male,178.6,66.6,20.9,1日/週,120〜180分,1,150,150,63.8,2.8
20-29,male,174.8,78.1,25.6,2日/週,30〜60分,2,45,90,75.6,2.5
30-39,female,164.6,69.6,25.7,3日/週,30分未満,3,15,45,68.4,1.2
40-49,male,170.1,76.3,26.4,7日/週,30〜60分,7,45,315,70.1,6.2
50-59,female,176.4,55.4,17.8,6日/週,180分以上,6,210,1260,45.0,10.4
50-59,female,165.6,67.2,24.5,2日/週,120〜180分,2,150,300,62.1,5.2
40-49,male,178.9,77.2,24.1,7日/週,30〜60分,7,45,315,70.7,6.4
60-69,male,172.8,54.2,18.2,6日/週,60〜120分,6,90,540,45.0,9.2
70,female,172.3,65.0,21.9,7日/週,120〜180分,7,150,1050,45.0,20.0
20-29,male,178.9,66.5,20.8,運動なし,0分,0,0,0,66.7,-0.1
30-39,male,177.7,83.0,26.3,4日/週,120〜180分,4,150,600,71.5,11.5
30-39,male,166.3,76.4,27.6,6日/週,30〜60分,6,45,270,71.2,5.2
70,female,163.4,74.2,27.8,1日/週,180分以上,1,210,210,69.4,4.8
60-69,female,168.6,59.8,21.0,2日/週,120〜180分,2,150,300,54.0,5.8
40-49,female,159.3,51.0,20.1,5日/週,60〜120分,5,90,450,45.0,6.0
60-69,female,169.0,58.6,20.5,5日/週,30分未満,5,15,75,56.3,2.3
60-69,female,161.5,67.9,26.0,1日/週,120〜180分,1,150,150,64.9,3.0
40-49,male,166.0,63.7,23.1,2日/週,120〜180分,2,150,300,57.5,6.2
60-69,male,165.2,61.7,22.6,5日/週,30分未満,5,15,75,61.4,0.3
20-29,male,172.5,76.3,25.6,6日/週,180分以上,6,210,1260,51.8,24.4
20-29,male,167.0,55.8,20.0,4日/週,60〜120分,4,90,360,48.5,7.3
50-59,female,160.9,75.6,29.2,3日/週,30〜60分,3,45,135,72.2,3.3
30-39,male,169.6,65.3,22.7,1日/週,60〜120分,1,90,90,62.9,2.3
20-29,female,171.4,60.4,20.6,3日/週,30〜60分,3,45,135,57.5,2.9
20-29,male,174.4,76.4,25.1,5日/週,30分未満,5,15,75,74.7,1.7
60-69,male,173.6,67.3,22.3,4日/週,60〜120分,4,90,360,61.0,6.3
60-69,female,162.0,61.7,23.5,6日/週,30分未満,6,15,90,60.3,1.4
60-69,female,167.7,77.1,27.4,4日/週,180分以上,4,210,840,61.2,15.9
60-69,male,168.1,65.1,23.0,7日/週,120〜180分,7,150,1050,45.5,19.6
50-59,female,165.7,61.1,22.2,1日/週,30分未満,1,15,15,60.5,0.6
20-29,female,167.3,36.2,12.9,5日/週,60〜120分,5,90,450,45.0,-8.8
60-69,female,168.8,50.9,17.9,運動なし,0分,0,0,0,50.9,-0.1
70,male,174.6,63.5,20.8,7日/週,180分以上,7,210,1470,45.0,18.5
20-29,male,170.6,70.8,24.3,6日/週,120〜180分,6,150,900,52.3,18.5
40-49,male,174.6,73.2,24.0,1日/週,120〜180分,1,150,150,70.5,2.7
60-69,male,177.7,74.1,23.5,1日/週,30分未満,1,15,15,74.8,-0.7
50-59,male,177.7,75.5,23.9,6日/週,30〜60分,6,45,270,72.0,3.4
50-59,male,177.4,55.7,17.7,運動なし,0分,0,0,0,56.4,-0.7
60-69,female,169.6,65.4,22.7,7日/週,120〜180分,7,150,1050,45.0,20.4
70,male,171.9,80.0,27.1,7日/週,60〜120分,7,90,630,67.7,12.3
50-59,male,168.0,73.4,26.0,1日/週,180分以上,1,210,210,69.4,4.0
50-59,male,178.0,78.5,24.8,運動なし,0分,0,0,0,77.5,0.9
50-59,male,173.7,80.4,26.7,6日/週,60〜120分,6,90,540,70.0,10.4
30-39,male,170.2,75.7,26.2,4日/週,60〜120分,4,90,360,69.0,6.8
30-39,male,168.2,75.2,26.6,1日/週,60〜120分,1,90,90,73.7,1.5
60-69,female,171.0,86.6,29.6,1日/週,180分以上,1,210,210,81.4,5.3
70,male,175.0,69.0,22.5,4日/週,60〜120分,4,90,360,61.8,7.1
60-69,male,171.8,78.8,26.7,3日/週,30〜60分,3,45,135,76.2,2.7
20-29,male,179.3,77.3,24.0,4日/週,30分未満,4,15,60,76.3,1.0
40-49,male,168.8,68.7,24.1,運動なし,0分,0,0,0,68.9,-0.2
60-69,female,168.8,58.4,20.5,6日/週,30分未満,6,15,90,57.2,1.2
70,male,172.9,59.5,19.9,6日/週,180分以上,6,210,1260,45.0,14.5
60-69,female,172.0,60.8,20.5,2日/週,30〜60分,2,45,90,59.6,1.2
60-69,male,169.0,68.5,24.0,7日/週,60〜120分,7,90,630,56.2,12.2
40-49,female,157.3,81.3,32.9,3日/週,30分未満,3,15,45,80.4,0.9
20-29,male,167.7,74.0,26.3,7日/週,60〜120分,7,90,630,62.1,12.0
60-69,male,165.1,79.0,29.0,6日/週,180分以上,6,210,1260,54.0,25.0
60-69,male,175.6,83.6,27.1,5日/週,120〜180分,5,150,750,69.1,14.6
30-39,female,161.6,47.3,18.1,7日/週,180分以上,7,210,1470,45.0,2.3
30-39,male,164.0,68.0,25.3,5日/週,180分以上,5,210,1050,46.9,21.1
50-59,male,175.2,68.7,22.4,4日/週,30分未満,4,15,60,67.8,0.9
30-39,male,174.6,69.4,22.8,5日/週,30分未満,5,15,75,68.4,1.0
30-39,female,165.5,76.6,28.0,運動なし,0分,0,0,0,76.8,-0.1
30-39,male,178.8,74.4,23.3,7日/週,120〜180分,7,150,1050,54.0,20.4
30-39,male,164.8,76.2,28.1,2日/週,30〜60分,2,45,90,74.6,1.5
60-69,male,174.9,73.4,24.0,3日/週,60〜120分,3,90,270,68.2,5.3
30-39,male,169.2,79.6,27.8,4日/週,30分未満,4,15,60,78.0,1.7
50-59,male,173.2,70.3,23.4,7日/週,60〜120分,7,90,630,58.0,12.3
40-49,male,172.1,84.1,28.4,6日/週,180分以上,6,210,1260,58.6,25.5
70,male,180.2,61.2,18.8,1日/週,30〜60分,1,45,45,59.6,1.6
70,male,174.3,79.1,26.0,7日/週,30分未満,7,15,105,78.1,1.1
60-69,male,172.6,49.7,16.7,7日/週,180分以上,7,210,1470,45.0,4.7
70,male,182.5,74.9,22.5,5日/週,60〜120分,5,90,450,66.6,8.3
40-49,male,178.0,62.2,19.6,5日/週,60〜120分,5,90,450,54.0,8.3
60-69,male,168.3,76.2,26.9,3日/週,30分未満,3,15,45,75.9,0.3
60-69,female,165.0,80.4,29.6,1日/週,60〜120分,1,90,90,77.9,2.6
60-69,female,167.1,75.4,27.0,3日/週,120〜180分,3,150,450,66.2,9.2
40-49,male,167.6,60.1,21.4,5日/週,180分以上,5,210,1050,45.0,15.1
20-29,female,159.1,42.1,16.6,3日/週,30〜60分,3,45,135,45.0,-2.9
60-69,male,170.3,70.1,24.1,3日/週,30〜60分,3,45,135,67.7,2.4
40-49,female,160.2,62.1,24.2,2日/週,120〜180分,2,150,300,55.9,6.2
70,female,158.7,79.0,31.4,2日/週,30〜60分,2,45,90,78.1,0.9
40-49,male,175.2,69.8,22.7,1日/週,30〜60分,1,45,45,69.4,0.4
20-29,female,161.1,73.5,28.3,3日/週,60〜120分,3,90,270,67.5,5.9
50-59,male,174.6,60.8,19.9,運動なし,0分,0,0,0,60.4,0.4
60-69,female,159.7,42.8,16.8,5日/週,180分以上,5,210,1050,45.0,-2.2
50-59,female,164.2,67.5,25.0,7日/週,60〜120分,7,90,630,55.8,11.7
50-59,female,173.7,55.7,18.5,7日/週,30〜60分,7,45,315,49.8,5.9
60-69,female,165.7,52.0,18.9,運動なし,0分,0,0,0,51.6,0.4
30-39,female,165.5,69.5,25.3,3日/週,60〜120分,3,90,270,64.0,5.5
70,female,159.1,63.8,25.2,3日/週,120〜180分,3,150,450,54.2,9.6
50-59,female,164.1,65.5,24.3,運動なし,0分,0,0,0,65.6,-0.1
30-39,male,166.1,75.0,27.2,7日/週,180分以上,7,210,1470,46.7,28.3
30-39,female,160.2,72.0,28.1,1日/週,120〜180分,1,150,150,68.5,3.6
40-49,female,160.0,59.4,23.2,4日/週,60〜120分,4,90,360,51.6,7.9
40-49,male,173.5,71.4,23.7,5日/週,120〜180分,5,150,750,55.9,15.5
50-59,male,173.6,60.1,19.9,4日/週,120〜180分,4,150,600,49.2,10.9
20-29,male,164.3,74.1,27.4,6日/週,60〜120分,6,90,540,62.9,11.2
20-29,female,149.7,83.7,37.3,7日/週,180分以上,7,210,1470,53.6,30.0
30-39,male,176.7,58.4,18.7,運動なし,0分,0,0,0,58.7,-0.3
50-59,female,161.9,73.7,28.1,4日/週,60〜120分,4,90,360,66.6,7.1
60-69,male,177.0,60.5,19.3,6日/週,30〜60分,6,45,270,56.6,3.9
30-39,male,172.4,67.1,22.6,1日/週,120〜180分,1,150,150,63.4,3.7
30-39,female,163.9,39.6,14.8,7日/週,180分以上,7,210,1470,45.0,-5.4
30-39,male,170.4,76.1,26.2,2日/週,30〜60分,2,45,90,73.3,2.8
30-39,female,162.6,70.2,26.6,1日/週,180分以上,1,210,210,65.2,5.0
30-39,female,159.2,56.3,22.2,2日/週,120〜180分,2,150,300,50.3,6.0
20-29,female,168.9,48.5,17.0,4日/週,120〜180分,4,150,600,45.0,3.5
30-39,female,169.8,50.1,17.4,6日/週,180分以上,6,210,1260,45.0,5.1
60-69,male,164.8,69.3,25.5,6日/週,60〜120分,6,90,540,59.3,10.0
40-49,male,173.7,74.1,24.6,3日/週,120〜180分,3,150,450,65.1,9.0
20-29,male,176.6,74.5,23.9,2日/週,120〜180分,2,150,300,68.4,6.0
20-29,male,175.3,64.5,21.0,4日/週,30〜60分,4,45,180,61.8,2.7
50-59,male,170.1,70.2,24.2,7日/週,30〜60分,7,45,315,65.0,5.2
60-69,female,167.0,43.4,15.6,7日/週,30〜60分,7,45,315,45.0,-1.6
50-59,male,168.7,55.1,19.3,3日/週,30〜60分,3,45,135,51.5,3.6
60-69,female,156.1,54.3,22.3,1日/週,120〜180分,1,150,150,51.4,2.9
50-59,male,166.5,57.1,20.6,運動なし,0分,0,0,0,57.2,-0.1
30-39,female,165.2,54.0,19.8,6日/週,60〜120分,6,90,540,45.0,9.0
30-39,female,161.9,60.2,23.0,7日/週,120〜180分,7,150,1050,45.0,15.2
70,female,169.1,52.7,18.4,4日/週,30分未満,4,15,60,52.1,0.6
20-29,female,157.8,42.0,16.9,5日/週,30〜60分,5,45,225,45.0,-3.0
40-49,female,167.9,43.4,15.4,7日/週,60〜120分,7,90,630,45.0,-1.6
50-59,male,179.2,64.8,20.2,2日/週,120〜180分,2,150,300,58.7,6.1
60-69,male,169.7,79.2,27.5,4日/週,30〜60分,4,45,180,77.1,2.1
40-49,male,172.5,60.1,20.2,1日/週,180分以上,1,210,210,56.2,3.9
40-49,male,176.2,66.1,21.3,7日/週,180分以上,7,210,1470,45.0,21.1
50-59,male,172.2,86.0,29.0,7日/週,180分以上,7,210,1470,57.2,28.8
40-49,female,164.9,46.9,17.3,3日/週,120〜180分,3,150,450,45.0,1.9
30-39,female,164.6,70.5,26.0,2日/週,60〜120分,2,90,180,65.4,5.1
60-69,male,173.7,76.3,25.3,1日/週,30分未満,1,15,15,76.7,-0.4
50-59,female,163.4,72.3,27.1,7日/週,120〜180分,7,150,1050,52.8,19.5
20-29,female,161.7,62.4,23.9,5日/週,60〜120分,5,90,450,54.1,8.3
30-39,female,161.9,49.6,18.9,4日/週,60〜120分,4,90,360,45.0,4.6
70,male,173.8,75.4,25.0,6日/週,180分以上,6,210,1260,51.4,23.9
70,male,172.2,76.9,25.9,1日/週,30分未満,1,15,15,76.7,0.1
30-39,female,162.0,56.5,21.5,5日/週,30分未満,5,15,75,55.6,0.9
70,male,177.2,79.0,25.2,7日/週,30分未満,7,15,105,77.7,1.3
60-69,male,168.8,63.0,22.1,5日/週,180分以上,5,210,1050,45.0,18.0
50-59,male,179.4,64.1,19.9,1日/週,60〜120分,1,90,90,63.0,1.1
50-59,female,158.3,58.0,23.2,運動なし,0分,0,0,0,58.3,-0.3
30-39,female,161.9,63.2,24.1,3日/週,180分以上,3,210,630,49.7,13.4
70,female,161.8,56.9,21.7,運動なし,0分,0,0,0,57.5,-0.6
60-69,male,174.2,83.2,27.4,1日/週,180分以上,1,210,210,79.3,3.9
70,male,169.1,53.7,18.8,3日/週,30分未満,3,15,45,53.5,0.2
60-69,female,161.6,62.0,23.8,2日/週,30〜60分,2,45,90,60.3,1.8
40-49,female,161.0,80.8,31.2,2日/週,30分未満,2,15,30,80.5,0.2
70,female,163.3,53.2,19.9,1日/週,30〜60分,1,45,45,52.4,0.7
50-59,male,167.4,77.9,27.8,6日/週,30〜60分,6,45,270,73.3,4.6
50-59,male,171.7,88.7,30.1,運動なし,0分,0,0,0,89.0,-0.2
50-59,male,169.3,58.0,20.2,6日/週,30〜60分,6,45,270,53.7,4.3
50-59,male,168.2,83.4,29.5,3日/週,120〜180分,3,150,450,73.5,9.9
40-49,male,181.0,54.6,16.7,1日/週,60〜120分,1,90,90,53.1,1.5
20-29,female,164.7,71.8,26.5,4日/週,120〜180分,4,150,600,59.7,12.1
30-39,female,171.1,45.4,15.5,3日/週,180分以上,3,210,630,45.0,0.4
50-59,female,163.2,52.6,19.7,2日/週,30〜60分,2,45,90,51.2,1.4
30-39,female,171.3,44.9,15.3,6日/週,180分以上,6,210,1260,45.0,-0.1
20-29,male,178.6,64.7,20.3,1日/週,120〜180分,1,150,150,61.7,3.0
70,male,168.8,71.0,24.9,1日/週,60〜120分,1,90,90,69.6,1.3
70,female,166.2,52.7,19.1,2日/週,120〜180分,2,150,300,46.1,6.6
50-59,female,167.1,40.3,14.4,3日/週,120〜180分,3,150,450,45.0,-4.7
50-59,male,168.2,62.4,22.0,運動なし,0分,0,0,0,63.7,-1.3
60-69,female,160.6,80.7,31.3,6日/週,120〜180分,6,150,900,62.6,18.1
60-69,male,164.4,62.7,23.2,運動なし,0分,0,0,0,63.1,-0.4
60-69,female,162.9,75.5,28.5,2日/週,30分未満,2,15,30,74.1,1.4
30-39,female,166.7,70.4,25.3,7日/週,180分以上,7,210,1470,45.0,25.4
50-59,female,155.5,52.4,21.7,6日/週,60〜120分,6,90,540,45.0,7.4
60-69,female,161.3,37.7,14.5,4日/週,120〜180分,4,150,600,45.0,-7.3
20-29,female,166.9,65.4,23.5,6日/週,60〜120分,6,90,540,54.5,10.9
40-49,male,170.8,74.0,25.4,運動なし,0分,0,0,0,74.1,-0.1
60-69,male,166.5,80.4,29.0,6日/週,60〜120分,6,90,540,69.9,10.5
60-69,female,170.2,66.9,23.1,運動なし,0分,0,0,0,66.1,0.8
30-39,male,169.6,59.8,20.8,運動なし,0分,0,0,0,59.2,0.6
30-39,female,171.8,39.4,13.4,1日/週,30〜60分,1,45,45,45.0,-5.6
30-39,male,166.2,80.4,29.1,3日/週,30分未満,3,15,45,79.8,0.7
60-69,male,166.3,79.2,28.6,2日/週,30〜60分,2,45,90,78.9,0.3
20-29,male,183.5,65.6,19.5,5日/週,30分未満,5,15,75,64.3,1.3
70,female,168.9,54.9,19.3,7日/週,30分未満,7,15,105,52.8,2.1
20-29,male,163.1,50.6,19.0,1日/週,60〜120分,1,90,90,48.7,1.9
30-39,male,175.8,78.4,25.4,2日/週,120〜180分,2,150,300,72.1,6.3
30-39,male,170.9,71.4,24.4,1日/週,180分以上,1,210,210,66.6,4.7
30-39,male,176.9,84.4,27.0,2日/週,30分未満,2,15,30,83.8,0.6
20-29,male,165.8,53.7,19.5,6日/週,30〜60分,6,45,270,49.0,4.7
60-69,female,163.9,57.5,21.4,2日/週,30〜60分,2,45,90,55.3,2.2
50-59,male,176.4,79.6,25.6,運動なし,0分,0,0,0,80.0,-0.5
70,female,159.7,55.2,21.7,運動なし,0分,0,0,0,55.0,0.3
50-59,female,162.6,55.1,20.8,5日/週,30〜60分,5,45,225,51.5,3.6
40-49,female,170.7,45.7,15.7,1日/週,60〜120分,1,90,90,45.0,0.7
30-39,male,167.4,62.6,22.3,2日/週,30〜60分,2,45,90,60.2,2.3
30-39,female,158.2,49.8,19.9,運動なし,0分,0,0,0,49.0,0.8
40-49,male,173.6,68.0,22.6,1日/週,60〜120分,1,90,90,66.4,1.6
50-59,female,161.6,50.3,19.2,5日/週,30分未満,5,15,75,49.1,1.2
20-29,female,166.6,74.8,26.9,2日/週,30〜60分,2,45,90,72.6,2.2
70,female,173.2,68.9,23.0,1日/週,120〜180分,1,150,150,65.8,3.1
20-29,female,167.1,63.2,22.7,6日/週,120〜180分,6,150,900,45.0,18.2
70,female,157.8,44.1,17.7,2日/週,180分以上,2,210,420,45.0,-0.9
